frame,source,multiplier,emission_strength,light_energy
247,pool_neon:MAT_Prop_NeonRed_pool_2,0.980162,4.798464,7.351215
248,pool_neon:MAT_Prop_NeonRed_pool_0,0.989162,3.462067,7.418715
248,pool_neon:MAT_Prop_NeonRed_pool_1,0.989162,4.934805,7.418715
248,pool_neon:MAT_Prop_NeonRed_pool_2,0.989162,4.842525,7.418715
249,pool_neon:MAT_Prop_NeonRed_pool_0,0.943651,3.302779,7.077383
249,pool_neon:MAT_Prop_NeonRed_pool_1,0.943651,4.707756,7.077383
249,pool_neon:MAT_Prop_NeonRed_pool_2,0.943651,4.619722,7.077383
250,pool_neon:MAT_Prop_NeonRed_pool_0,0.966006,3.381021,7.245045
250,pool_neon:MAT_Prop_NeonRed_pool_1,0.966006,4.819282,7.245045
250,pool_neon:MAT_Prop_NeonRed_pool_2,0.966006,4.729163,7.245045
251,pool_neon:MAT_Prop_NeonRed_pool_0,0.947991,3.317969,7.109933
251,pool_neon:MAT_Prop_NeonRed_pool_1,0.947991,4.729408,7.109933
251,pool_neon:MAT_Prop_NeonRed_pool_2,0.947991,4.640969,7.109933
252,pool_neon:MAT_Prop_NeonRed_pool_0,0.943927,3.303744,7.079452
252,pool_neon:MAT_Prop_NeonRed_pool_1,0.943927,4.709133,7.079452
252,pool_neon:MAT_Prop_NeonRed_pool_2,0.943927,4.621073,7.079452
253,pool_neon:MAT_Prop_NeonRed_pool_0,0.770649,2.697272,5.779867
253,pool_neon:MAT_Prop_NeonRed_pool_1,0.770649,3.844671,5.779867
253,pool_neon:MAT_Prop_NeonRed_pool_2,0.770649,3.772776,5.779867
254,pool_neon:MAT_Prop_NeonRed_pool_0,0.955197,3.343189,7.163977
254,pool_neon:MAT_Prop_NeonRed_pool_1,0.955197,4.765357,7.163977
254,pool_neon:MAT_Prop_NeonRed_pool_2,0.955197,4.676246,7.163977
255,pool_neon:MAT_Prop_NeonRed_pool_0,0.975863,3.415520,7.318973
255,pool_neon:MAT_Prop_NeonRed_pool_1,0.975863,4.868458,7.318973
255,pool_neon:MAT_Prop_NeonRed_pool_2,0.975863,4.777418,7.318973
256,pool_neon:MAT_Prop_NeonRed_pool_0,0.987300,3.455550,7.404750
256,pool_neon:MAT_Prop_NeonRed_pool_1,0.987300,4.925515,7.404750
256,pool_neon:MAT_Prop_NeonRed_pool_2,0.987300,4.833409,7.404750
257,pool_neon:MAT_Prop_NeonRed_pool_0,0.986854,3.453989,7.401405
257,pool_neon:MAT_Prop_NeonRed_pool_1,0.986854,4.923290,7.401405
257,pool_neon:MAT_Prop_NeonRed_pool_2,0.986854,4.831226,7.401405
258,pool_neon:MAT_Prop_NeonRed_pool_0,0.940404,3.291414,7.053030
258,pool_neon:MAT_Prop_NeonRed_pool_1,0.940404,4.691557,7.053030
258,pool_neon:MAT_Prop_NeonRed_pool_2,0.940404,4.603826,7.053030
259,pool_neon:MAT_Prop_NeonRed_pool_0,0.923051,3.230678,6.922883
259,pool_neon:MAT_Prop_NeonRed_pool_1,0.923051,4.604985,6.922883
259,pool_neon:MAT_Prop_NeonRed_pool_2,0.923051,4.518873,6.922883
260,pool_neon:MAT_Prop_NeonRed_pool_0,0.961992,3.366972,7.214940
260,pool_neon:MAT_Prop_NeonRed_pool_1,0.961992,4.799257,7.214940
260,pool_neon:MAT_Prop_NeonRed_pool_2,0.961992,4.709512,7.214940
261,pool_neon:MAT_Prop_NeonRed_pool_0,0.986429,3.452501,7.398218
261,pool_neon:MAT_Prop_NeonRed_pool_1,0.986429,4.921170,7.398218
261,pool_neon:MAT_Prop_NeonRed_pool_2,0.986429,4.829145,7.398218
262,pool_neon:MAT_Prop_NeonRed_pool_0,0.977621,3.421673,7.332158
262,pool_neon:MAT_Prop_NeonRed_pool_1,0.977621,4.877228,7.332158
262,pool_neon:MAT_Prop_NeonRed_pool_2,0.977621,4.786025,7.332158
263,pool_neon:MAT_Prop_NeonRed_pool_0,0.974391,3.410369,7.307932
263,pool_neon:MAT_Prop_NeonRed_pool_1,0.974391,4.861114,7.307932
263,pool_neon:MAT_Prop_NeonRed_pool_2,0.974391,4.770212,7.307932
264,pool_neon:MAT_Prop_NeonRed_pool_0,0.966631,3.383209,7.249733
264,pool_neon:MAT_Prop_NeonRed_pool_1,0.966631,4.822400,7.249733
264,pool_neon:MAT_Prop_NeonRed_pool_2,0.966631,4.732222,7.249733
265,pool_neon:MAT_Prop_NeonRed_pool_0,0.979962,3.429867,7.349715
265,pool_neon:MAT_Prop_NeonRed_pool_1,0.979962,4.888907,7.349715
265,pool_neon:MAT_Prop_NeonRed_pool_2,0.979962,4.797485,7.349715
266,pool_neon:MAT_Prop_NeonRed_pool_0,0.979450,3.428075,7.345875
266,pool_neon:MAT_Prop_NeonRed_pool_1,0.979450,4.886353,7.345875
266,pool_neon:MAT_Prop_NeonRed_pool_2,0.979450,4.794979,7.345875
267,pool_neon:MAT_Prop_NeonRed_pool_0,0.979512,3.428292,7.346340
267,pool_neon:MAT_Prop_NeonRed_pool_1,0.979512,4.886662,7.346340
267,pool_neon:MAT_Prop_NeonRed_pool_2,0.979512,4.795282,7.346340
268,pool_neon:MAT_Prop_NeonRed_pool_0,0.972935,3.405273,7.297013
268,pool_neon:MAT_Prop_NeonRed_pool_1,0.972935,4.853850,7.297013
268,pool_neon:MAT_Prop_NeonRed_pool_2,0.972935,4.763084,7.297013
269,pool_neon:MAT_Prop_NeonRed_pool_0,0.958592,3.355072,7.189440
269,pool_neon:MAT_Prop_NeonRed_pool_1,0.958592,4.782295,7.189440
269,pool_neon:MAT_Prop_NeonRed_pool_2,0.958592,4.692867,7.189440
270,pool_neon:MAT_Prop_NeonRed_pool_0,0.972358,3.403253,7.292685
270,pool_neon:MAT_Prop_NeonRed_pool_1,0.972358,4.850972,7.292685
270,pool_neon:MAT_Prop_NeonRed_pool_2,0.972358,4.760259,7.292685
271,pool_neon:MAT_Prop_NeonRed_pool_0,0.975059,3.412707,7.312943
271,pool_neon:MAT_Prop_NeonRed_pool_1,0.975059,4.864446,7.312943
271,pool_neon:MAT_Prop_NeonRed_pool_2,0.975059,4.773482,7.312943
272,pool_neon:MAT_Prop_NeonRed_pool_0,0.982227,3.437794,7.366702
272,pool_neon:MAT_Prop_NeonRed_pool_1,0.982227,4.900207,7.366702
272,pool_neon:MAT_Prop_NeonRed_pool_2,0.982227,4.808574,7.366702
273,pool_neon:MAT_Prop_NeonRed_pool_0,0.986604,3.453114,7.399530
273,pool_neon:MAT_Prop_NeonRed_pool_1,0.986604,4.922043,7.399530
273,pool_neon:MAT_Prop_NeonRed_pool_2,0.986604,4.830002,7.399530
274,pool_neon:MAT_Prop_NeonRed_pool_0,0.988700,3.460450,7.415250
274,pool_neon:MAT_Prop_NeonRed_pool_1,0.988700,4.932500,7.415250
274,pool_neon:MAT_Prop_NeonRed_pool_2,0.988700,4.840263,7.415250
275,pool_neon:MAT_Prop_NeonRed_pool_0,0.986251,3.451878,7.396883
275,pool_neon:MAT_Prop_NeonRed_pool_1,0.986251,4.920282,7.396883
275,pool_neon:MAT_Prop_NeonRed_pool_2,0.986251,4.828274,7.396883
276,pool_neon:MAT_Prop_NeonRed_pool_0,0.969478,3.393173,7.271085
276,pool_neon:MAT_Prop_NeonRed_pool_1,0.969478,4.836604,7.271085
276,pool_neon:MAT_Prop_NeonRed_pool_2,0.969478,4.746160,7.271085
277,pool_neon:MAT_Prop_NeonRed_pool_0,0.974390,3.410365,7.307925
277,pool_neon:MAT_Prop_NeonRed_pool_1,0.974390,4.861109,7.307925
277,pool_neon:MAT_Prop_NeonRed_pool_2,0.974390,4.770207,7.307925
278,pool_neon:MAT_Prop_NeonRed_pool_0,0.976696,3.418436,7.325220
278,pool_neon:MAT_Prop_NeonRed_pool_1,0.976696,4.872613,7.325220
278,pool_neon:MAT_Prop_NeonRed_pool_2,0.976696,4.781496,7.325220
279,pool_neon:MAT_Prop_NeonRed_pool_0,0.988982,3.461437,7.417365
279,pool_neon:MAT_Prop_NeonRed_pool_1,0.988982,4.933907,7.417365
279,pool_neon:MAT_Prop_NeonRed_pool_2,0.988982,4.841643,7.417365
280,pool_neon:MAT_Prop_NeonRed_pool_0,0.727714,2.546999,5.457855
280,pool_neon:MAT_Prop_NeonRed_pool_1,0.727714,3.630473,5.457855
280,pool_neon:MAT_Prop_NeonRed_pool_2,0.727714,3.562584,5.457855
281,pool_neon:MAT_Prop_NeonRed_pool_0,0.920476,3.221666,6.903570
281,pool_neon:MAT_Prop_NeonRed_pool_1,0.920476,4.592139,6.903570
281,pool_neon:MAT_Prop_NeonRed_pool_2,0.920476,4.506267,6.903570
282,pool_neon:MAT_Prop_NeonRed_pool_0,0.979682,3.428887,7.347615
282,pool_neon:MAT_Prop_NeonRed_pool_1,0.979682,4.887510,7.347615
282,pool_neon:MAT_Prop_NeonRed_pool_2,0.979682,4.796115,7.347615
283,pool_neon:MAT_Prop_NeonRed_pool_0,0.966737,3.383579,7.250527
283,pool_neon:MAT_Prop_NeonRed_pool_1,0.966737,4.822929,7.250527
283,pool_neon:MAT_Prop_NeonRed_pool_2,0.966737,4.732741,7.250527
284,pool_neon:MAT_Prop_NeonRed_pool_0,0.957922,3.352727,7.184415
284,pool_neon:MAT_Prop_NeonRed_pool_1,0.957922,4.778952,7.184415
284,pool_neon:MAT_Prop_NeonRed_pool_2,0.957922,4.689587,7.184415
285,pool_neon:MAT_Prop_NeonRed_pool_0,0.940859,3.293007,7.056443
285,pool_neon:MAT_Prop_NeonRed_pool_1,0.940859,4.693827,7.056443
285,pool_neon:MAT_Prop_NeonRed_pool_2,0.940859,4.606053,7.056443
286,pool_neon:MAT_Prop_NeonRed_pool_0,0.941881,3.296583,7.064107
286,pool_neon:MAT_Prop_NeonRed_pool_1,0.941881,4.698926,7.064107
286,pool_neon:MAT_Prop_NeonRed_pool_2,0.941881,4.611057,7.064107
287,pool_neon:MAT_Prop_NeonRed_pool_0,0.947913,3.317696,7.109348
287,pool_neon:MAT_Prop_NeonRed_pool_1,0.947913,4.729019,7.109348
287,pool_neon:MAT_Prop_NeonRed_pool_2,0.947913,4.640587,7.109348
288,pool_neon:MAT_Prop_NeonRed_pool_0,0.929357,3.252750,6.970178
288,pool_neon:MAT_Prop_NeonRed_pool_1,0.929357,4.636445,6.970178
288,pool_neon:MAT_Prop_NeonRed_pool_2,0.929357,4.549744,6.970178
289,pool_neon:MAT_Prop_NeonRed_pool_0,0.982854,3.439989,7.371405
289,pool_neon:MAT_Prop_NeonRed_pool_1,0.982854,4.903335,7.371405
289,pool_neon:MAT_Prop_NeonRed_pool_2,0.982854,4.811643,7.371405
290,pool_neon:MAT_Prop_NeonRed_pool_0,0.976073,3.416256,7.320547
290,pool_neon:MAT_Prop_NeonRed_pool_1,0.976073,4.869505,7.320547
290,pool_neon:MAT_Prop_NeonRed_pool_2,0.976073,4.778446,7.320547
291,pool_neon:MAT_Prop_NeonRed_pool_0,0.954184,3.339644,7.156380
291,pool_neon:MAT_Prop_NeonRed_pool_1,0.954184,4.760304,7.156380
291,pool_neon:MAT_Prop_NeonRed_pool_2,0.954184,4.671287,7.156380
292,pool_neon:MAT_Prop_NeonRed_pool_0,0.986958,3.454353,7.402185
292,pool_neon:MAT_Prop_NeonRed_pool_1,0.986958,4.923809,7.402185
292,pool_neon:MAT_Prop_NeonRed_pool_2,0.986958,4.831735,7.402185
293,pool_neon:MAT_Prop_NeonRed_pool_0,0.943468,3.302138,7.076010
293,pool_neon:MAT_Prop_NeonRed_pool_1,0.943468,4.706843,7.076010
293,pool_neon:MAT_Prop_NeonRed_pool_2,0.943468,4.618826,7.076010
294,pool_neon:MAT_Prop_NeonRed_pool_0,0.986959,3.454357,7.402192
294,pool_neon:MAT_Prop_NeonRed_pool_1,0.986959,4.923814,7.402192
294,pool_neon:MAT_Prop_NeonRed_pool_2,0.986959,4.831740,7.402192
295,pool_neon:MAT_Prop_NeonRed_pool_0,0.935664,3.274824,7.017480
295,pool_neon:MAT_Prop_NeonRed_pool_1,0.935664,4.667910,7.017480
295,pool_neon:MAT_Prop_NeonRed_pool_2,0.935664,4.580621,7.017480
296,pool_neon:MAT_Prop_NeonRed_pool_0,0.984025,3.444088,7.380187
296,pool_neon:MAT_Prop_NeonRed_pool_1,0.984025,4.909177,7.380187
296,pool_neon:MAT_Prop_NeonRed_pool_2,0.984025,4.817376,7.380187
297,pool_neon:MAT_Prop_NeonRed_pool_0,0.973054,3.405689,7.297905
297,pool_neon:MAT_Prop_NeonRed_pool_1,0.973054,4.854444,7.297905
297,pool_neon:MAT_Prop_NeonRed_pool_2,0.973054,4.763667,7.297905
298,pool_neon:MAT_Prop_NeonRed_pool_0,0.922272,3.227952,6.917040
298,pool_neon:MAT_Prop_NeonRed_pool_1,0.922272,4.601099,6.917040
298,pool_neon:MAT_Prop_NeonRed_pool_2,0.922272,4.515059,6.917040
299,pool_neon:MAT_Prop_NeonRed_pool_0,0.984878,3.447073,7.386585
299,pool_neon:MAT_Prop_NeonRed_pool_1,0.984878,4.913432,7.386585
299,pool_neon:MAT_Prop_NeonRed_pool_2,0.984878,4.821552,7.386585
300,pool_neon:MAT_Prop_NeonRed_pool_0,0.413434,1.447019,3.100755
300,pool_neon:MAT_Prop_NeonRed_pool_1,0.413434,2.062570,3.100755
300,pool_neon:MAT_Prop_NeonRed_pool_2,0.413434,2.024000,3.100755
301,pool_neon:MAT_Prop_NeonRed_pool_0,0.395028,1.382598,2.962710
301,pool_neon:MAT_Prop_NeonRed_pool_1,0.395028,1.970745,2.962710
301,pool_neon:MAT_Prop_NeonRed_pool_2,0.395028,1.933892,2.962710
302,pool_neon:MAT_Prop_NeonRed_pool_0,0.407099,1.424846,3.053243
302,pool_neon:MAT_Prop_NeonRed_pool_1,0.407099,2.030966,3.053243
302,pool_neon:MAT_Prop_NeonRed_pool_2,0.407099,1.992987,3.053243
303,pool_neon:MAT_Prop_NeonRed_pool_0,0.980235,3.430822,7.351762
303,pool_neon:MAT_Prop_NeonRed_pool_1,0.980235,4.890269,7.351762
303,pool_neon:MAT_Prop_NeonRed_pool_2,0.980235,4.798822,7.351762
304,pool_neon:MAT_Prop_NeonRed_pool_0,0.975276,3.413466,7.314570
304,pool_neon:MAT_Prop_NeonRed_pool_1,0.975276,4.865529,7.314570
304,pool_neon:MAT_Prop_NeonRed_pool_2,0.975276,4.774545,7.314570
305,pool_neon:MAT_Prop_NeonRed_pool_0,0.986670,3.453345,7.400025
305,pool_neon:MAT_Prop_NeonRed_pool_1,0.986670,4.922372,7.400025
305,pool_neon:MAT_Prop_NeonRed_pool_2,0.986670,4.830325,7.400025
306,pool_neon:MAT_Prop_NeonRed_pool_0,0.963308,3.371578,7.224810
306,pool_neon:MAT_Prop_NeonRed_pool_1,0.963308,4.805822,7.224810
306,pool_neon:MAT_Prop_NeonRed_pool_2,0.963308,4.715954,7.224810
307,pool_neon:MAT_Prop_NeonRed_pool_0,0.983349,3.441721,7.375117
307,pool_neon:MAT_Prop_NeonRed_pool_1,0.983349,4.905804,7.375117
307,pool_neon:MAT_Prop_NeonRed_pool_2,0.983349,4.814067,7.375117
308,pool_neon:MAT_Prop_NeonRed_pool_0,0.926541,3.242893,6.949057
308,pool_neon:MAT_Prop_NeonRed_pool_1,0.926541,4.622396,6.949057
308,pool_neon:MAT_Prop_NeonRed_pool_2,0.926541,4.535958,6.949057
309,pool_neon:MAT_Prop_NeonRed_pool_0,0.977489,3.421212,7.331168
309,pool_neon:MAT_Prop_NeonRed_pool_1,0.977489,4.876569,7.331168
309,pool_neon:MAT_Prop_NeonRed_pool_2,0.977489,4.785379,7.331168
310,pool_neon:MAT_Prop_NeonRed_pool_0,0.977870,3.422545,7.334025
310,pool_neon:MAT_Prop_NeonRed_pool_1,0.977870,4.878470,7.334025
310,pool_neon:MAT_Prop_NeonRed_pool_2,0.977870,4.787244,7.334025
311,pool_neon:MAT_Prop_NeonRed_pool_0,0.938293,3.284026,7.037198
311,pool_neon:MAT_Prop_NeonRed_pool_1,0.938293,4.681026,7.037198
311,pool_neon:MAT_Prop_NeonRed_pool_2,0.938293,4.593491,7.037198
312,pool_neon:MAT_Prop_NeonRed_pool_0,0.930212,3.255742,6.976590
312,pool_neon:MAT_Prop_NeonRed_pool_1,0.930212,4.640710,6.976590
312,pool_neon:MAT_Prop_NeonRed_pool_2,0.930212,4.553930,6.976590
313,pool_neon:MAT_Prop_NeonRed_pool_0,0.978115,3.423402,7.335862
313,pool_neon:MAT_Prop_NeonRed_pool_1,0.978115,4.879692,7.335862
313,pool_neon:MAT_Prop_NeonRed_pool_2,0.978115,4.788443,7.335862
314,pool_neon:MAT_Prop_NeonRed_pool_0,0.980134,3.430469,7.351005
314,pool_neon:MAT_Prop_NeonRed_pool_1,0.980134,4.889765,7.351005
314,pool_neon:MAT_Prop_NeonRed_pool_2,0.980134,4.798327,7.351005
315,pool_neon:MAT_Prop_NeonRed_pool_0,0.940388,3.291358,7.052910
315,pool_neon:MAT_Prop_NeonRed_pool_1,0.940388,4.691477,7.052910
315,pool_neon:MAT_Prop_NeonRed_pool_2,0.940388,4.603748,7.052910
316,pool_neon:MAT_Prop_NeonRed_pool_0,0.973314,3.406599,7.299855
316,pool_neon:MAT_Prop_NeonRed_pool_1,0.973314,4.855741,7.299855
316,pool_neon:MAT_Prop_NeonRed_pool_2,0.973314,4.764939,7.299855
317,pool_neon:MAT_Prop_NeonRed_pool_0,0.976337,3.417180,7.322527
317,pool_neon:MAT_Prop_NeonRed_pool_1,0.976337,4.870822,7.322527
317,pool_neon:MAT_Prop_NeonRed_pool_2,0.976337,4.779739,7.322527
318,pool_neon:MAT_Prop_NeonRed_pool_0,0.985366,3.448781,7.390245
318,pool_neon:MAT_Prop_NeonRed_pool_1,0.985366,4.915867,7.390245
318,pool_neon:MAT_Prop_NeonRed_pool_2,0.985366,4.823941,7.390245
319,pool_neon:MAT_Prop_NeonRed_pool_0,0.985870,3.450545,7.394025
319,pool_neon:MAT_Prop_NeonRed_pool_1,0.985870,4.918381,7.394025
319,pool_neon:MAT_Prop_NeonRed_pool_2,0.985870,4.826408,7.394025
320,pool_neon:MAT_Prop_NeonRed_pool_0,0.977578,3.421523,7.331835
320,pool_neon:MAT_Prop_NeonRed_pool_1,0.977578,4.877013,7.331835
320,pool_neon:MAT_Prop_NeonRed_pool_2,0.977578,4.785814,7.331835
321,pool_neon:MAT_Prop_NeonRed_pool_0,0.934841,3.271943,7.011308
321,pool_neon:MAT_Prop_NeonRed_pool_1,0.934841,4.663804,7.011308
321,pool_neon:MAT_Prop_NeonRed_pool_2,0.934841,4.576592,7.011308
322,pool_neon:MAT_Prop_NeonRed_pool_0,0.986352,3.452232,7.397640
322,pool_neon:MAT_Prop_NeonRed_pool_1,0.986352,4.920786,7.397640
322,pool_neon:MAT_Prop_NeonRed_pool_2,0.986352,4.828768,7.397640
323,pool_neon:MAT_Prop_NeonRed_pool_0,0.973138,3.405983,7.298535
323,pool_neon:MAT_Prop_NeonRed_pool_1,0.973138,4.854863,7.298535
323,pool_neon:MAT_Prop_NeonRed_pool_2,0.973138,4.764078,7.298535
324,pool_neon:MAT_Prop_NeonRed_pool_0,0.777356,2.720746,5.830170
324,pool_neon:MAT_Prop_NeonRed_pool_1,0.777356,3.878131,5.830170
324,pool_neon:MAT_Prop_NeonRed_pool_2,0.777356,3.805611,5.830170
325,pool_neon:MAT_Prop_NeonRed_pool_0,0.965537,3.379379,7.241528
325,pool_neon:MAT_Prop_NeonRed_pool_1,0.965537,4.816942,7.241528
325,pool_neon:MAT_Prop_NeonRed_pool_2,0.965537,4.726867,7.241528
326,pool_neon:MAT_Prop_NeonRed_pool_0,0.924639,3.236236,6.934793
326,pool_neon:MAT_Prop_NeonRed_pool_1,0.924639,4.612907,6.934793
326,pool_neon:MAT_Prop_NeonRed_pool_2,0.924639,4.526647,6.934793
327,pool_neon:MAT_Prop_NeonRed_pool_0,0.976595,3.418083,7.324463
327,pool_neon:MAT_Prop_NeonRed_pool_1,0.976595,4.872109,7.324463
327,pool_neon:MAT_Prop_NeonRed_pool_2,0.976595,4.781002,7.324463
328,pool_neon:MAT_Prop_NeonRed_pool_0,0.350014,1.225049,2.625105
328,pool_neon:MAT_Prop_NeonRed_pool_1,0.350014,1.746176,2.625105
328,pool_neon:MAT_Prop_NeonRed_pool_2,0.350014,1.713523,2.625105
329,pool_neon:MAT_Prop_NeonRed_pool_0,0.351388,1.229858,2.635410
329,pool_neon:MAT_Prop_NeonRed_pool_1,0.351388,1.753030,2.635410
329,pool_neon:MAT_Prop_NeonRed_pool_2,0.351388,1.720249,2.635410
330,pool_neon:MAT_Prop_NeonRed_pool_0,0.344244,1.204854,2.581830
330,pool_neon:MAT_Prop_NeonRed_pool_1,0.344244,1.717390,2.581830
330,pool_neon:MAT_Prop_NeonRed_pool_2,0.344244,1.685275,2.581830
331,pool_neon:MAT_Prop_NeonRed_pool_0,0.965863,3.380521,7.243972
331,pool_neon:MAT_Prop_NeonRed_pool_1,0.965863,4.818569,7.243972
331,pool_neon:MAT_Prop_NeonRed_pool_2,0.965863,4.728462,7.243972
332,pool_neon:MAT_Prop_NeonRed_pool_0,0.930252,3.255882,6.976890
332,pool_neon:MAT_Prop_NeonRed_pool_1,0.930252,4.640910,6.976890
332,pool_neon:MAT_Prop_NeonRed_pool_2,0.930252,4.554126,6.976890
333,pool_neon:MAT_Prop_NeonRed_pool_0,0.930184,3.255644,6.976380
333,pool_neon:MAT_Prop_NeonRed_pool_1,0.930184,4.640571,6.976380
333,pool_neon:MAT_Prop_NeonRed_pool_2,0.930184,4.553793,6.976380
334,pool_neon:MAT_Prop_NeonRed_pool_0,0.973713,3.407996,7.302848
334,pool_neon:MAT_Prop_NeonRed_pool_1,0.973713,4.857731,7.302848
334,pool_neon:MAT_Prop_NeonRed_pool_2,0.973713,4.766893,7.302848
335,pool_neon:MAT_Prop_NeonRed_pool_0,0.937070,3.279745,7.028025
335,pool_neon:MAT_Prop_NeonRed_pool_1,0.937070,4.674924,7.028025
335,pool_neon:MAT_Prop_NeonRed_pool_2,0.937070,4.587504,7.028025
336,pool_neon:MAT_Prop_NeonRed_pool_0,0.979541,3.428393,7.346558
336,pool_neon:MAT_Prop_NeonRed_pool_1,0.979541,4.886807,7.346558
336,pool_neon:MAT_Prop_NeonRed_pool_2,0.979541,4.795424,7.346558
337,pool_neon:MAT_Prop_NeonRed_pool_0,0.978140,3.423490,7.336050
337,pool_neon:MAT_Prop_NeonRed_pool_1,0.978140,4.879817,7.336050
337,pool_neon:MAT_Prop_NeonRed_pool_2,0.978140,4.788566,7.336050
338,pool_neon:MAT_Prop_NeonRed_pool_0,0.974801,3.411803,7.311008
338,pool_neon:MAT_Prop_NeonRed_pool_1,0.974801,4.863159,7.311008
338,pool_neon:MAT_Prop_NeonRed_pool_2,0.974801,4.772219,7.311008
339,pool_neon:MAT_Prop_NeonRed_pool_0,0.953188,3.336158,7.148910
339,pool_neon:MAT_Prop_NeonRed_pool_1,0.953188,4.755335,7.148910
339,pool_neon:MAT_Prop_NeonRed_pool_2,0.953188,4.666411,7.148910
340,pool_neon:MAT_Prop_NeonRed_pool_0,0.923147,3.231015,6.923603
340,pool_neon:MAT_Prop_NeonRed_pool_1,0.923147,4.605464,6.923603
340,pool_neon:MAT_Prop_NeonRed_pool_2,0.923147,4.519343,6.923603
341,pool_neon:MAT_Prop_NeonRed_pool_0,0.960096,3.360336,7.200720
341,pool_neon:MAT_Prop_NeonRed_pool_1,0.960096,4.789798,7.200720
341,pool_neon:MAT_Prop_NeonRed_pool_2,0.960096,4.700230,7.200720
342,pool_neon:MAT_Prop_NeonRed_pool_0,0.924457,3.235599,6.933427
342,pool_neon:MAT_Prop_NeonRed_pool_1,0.924457,4.611999,6.933427
342,pool_neon:MAT_Prop_NeonRed_pool_2,0.924457,4.525756,6.933427
343,pool_neon:MAT_Prop_NeonRed_pool_0,0.974913,3.412196,7.311847
343,pool_neon:MAT_Prop_NeonRed_pool_1,0.974913,4.863718,7.311847
343,pool_neon:MAT_Prop_NeonRed_pool_2,0.974913,4.772768,7.311847
344,pool_neon:MAT_Prop_NeonRed_pool_0,0.972686,3.404401,7.295145
344,pool_neon:MAT_Prop_NeonRed_pool_1,0.972686,4.852608,7.295145
344,pool_neon:MAT_Prop_NeonRed_pool_2,0.972686,4.761865,7.295145
345,pool_neon:MAT_Prop_NeonRed_pool_0,0.989165,3.462077,7.418737
345,pool_neon:MAT_Prop_NeonRed_pool_1,0.989165,4.934820,7.418737
345,pool_neon:MAT_Prop_NeonRed_pool_2,0.989165,4.842539,7.418737
346,pool_neon:MAT_Prop_NeonRed_pool_0,0.972330,3.403155,7.292475
346,pool_neon:MAT_Prop_NeonRed_pool_1,0.972330,4.850832,7.292475
346,pool_neon:MAT_Prop_NeonRed_pool_2,0.972330,4.760122,7.292475
347,pool_neon:MAT_Prop_NeonRed_pool_0,0.949689,3.323911,7.122668
347,pool_neon:MAT_Prop_NeonRed_pool_1,0.949689,4.737879,7.122668
347,pool_neon:MAT_Prop_NeonRed_pool_2,0.949689,4.649281,7.122668
348,pool_neon:MAT_Prop_NeonRed_pool_0,0.705797,2.470289,5.293477
348,pool_neon:MAT_Prop_NeonRed_pool_1,0.705797,3.521132,5.293477
348,pool_neon:MAT_Prop_NeonRed_pool_2,0.705797,3.455288,5.293477
349,pool_neon:MAT_Prop_NeonRed_pool_0,0.982848,3.439968,7.371360
349,pool_neon:MAT_Prop_NeonRed_pool_1,0.982848,4.903305,7.371360
349,pool_neon:MAT_Prop_NeonRed_pool_2,0.982848,4.811614,7.371360
350,pool_neon:MAT_Prop_NeonRed_pool_0,0.959110,3.356885,7.193325
350,pool_neon:MAT_Prop_NeonRed_pool_1,0.959110,4.784879,7.193325
350,pool_neon:MAT_Prop_NeonRed_pool_2,0.959110,4.695403,7.193325
351,pool_neon:MAT_Prop_NeonRed_pool_0,0.936432,3.277512,7.023240
351,pool_neon:MAT_Prop_NeonRed_pool_1,0.936432,4.671741,7.023240
351,pool_neon:MAT_Prop_NeonRed_pool_2,0.936432,4.584381,7.023240
352,pool_neon:MAT_Prop_NeonRed_pool_0,0.959660,3.358810,7.197450
352,pool_neon:MAT_Prop_NeonRed_pool_1,0.959660,4.787623,7.197450
352,pool_neon:MAT_Prop_NeonRed_pool_2,0.959660,4.698095,7.197450
353,pool_neon:MAT_Prop_NeonRed_pool_0,0.980898,3.433143,7.356735
353,pool_neon:MAT_Prop_NeonRed_pool_1,0.980898,4.893577,7.356735
353,pool_neon:MAT_Prop_NeonRed_pool_2,0.980898,4.802068,7.356735
354,pool_neon:MAT_Prop_NeonRed_pool_0,0.960000,3.360000,7.200000
354,pool_neon:MAT_Prop_NeonRed_pool_1,0.960000,4.789319,7.200000
354,pool_neon:MAT_Prop_NeonRed_pool_2,0.960000,4.699760,7.200000
355,pool_neon:MAT_Prop_NeonRed_pool_0,0.772800,2.704800,5.796000
355,pool_neon:MAT_Prop_NeonRed_pool_1,0.772800,3.855402,5.796000
355,pool_neon:MAT_Prop_NeonRed_pool_2,0.772800,3.783307,5.796000
356,pool_neon:MAT_Prop_NeonRed_pool_0,0.955600,3.344600,7.167000
356,pool_neon:MAT_Prop_NeonRed_pool_1,0.955600,4.767368,7.167000
356,pool_neon:MAT_Prop_NeonRed_pool_2,0.955600,4.678219,7.167000
357,pool_neon:MAT_Prop_NeonRed_pool_0,0.981567,3.435484,7.361752
357,pool_neon:MAT_Prop_NeonRed_pool_1,0.981567,4.896914,7.361752
357,pool_neon:MAT_Prop_NeonRed_pool_2,0.981567,4.805343,7.361752
358,pool_neon:MAT_Prop_NeonRed_pool_0,0.939751,3.289128,7.048133
